" Tag 1 "," Tag 2 " , Similarity
"dracula","jennifer beals",4.19133550944086E-5
"dracula","magical aging/immortality",1.3547499711950452E-4
"dracula","affectionate",0.0011615991585883542
"alan moore","plucky crew",7.003664613489717E-4
"dystopia","jet",0.003931706752776765
"jew","Spielberg",0.0012322522371909668
"dystopia","Great score",0.002011758357015077
"jew","just a pleasure to see Paul playing pool again.",4.480363942824579E-5
"jew","bullying",4.454529445450263E-5
"jew","hormonal",1.0164670436190194E-4
"jew","native people",1.9064944525360288E-4
"dystopia","assasination plot",0.0015557900561963553
"dystopia","Jeremy Leven",0.0014257729910909303
"Karen Allen","R",0.018835530555792245
"Karen Allen","swords",7.34964031377184E-4
"Karen Allen","box office flop",2.72526739591287E-5
"Karen Allen","Bataan Death March",4.1081464919395695E-5
"Karen Allen","Noel Coward",2.0852496114103793E-4
"dracula","great cast excellent",0.0011230853235837982
"dracula","Tobey Maguire",5.985302905505373E-4
"dracula","guilt",4.357211715019281E-4
"dracula","PG:violence",9.366147958086021E-5
"dracula","better than second",2.5074707757789015E-5
"dracula","adapted from:game",2.6761309130310276E-4
"dracula","great book okay movie",5.6417376449502666E-5
"dracula","Takashi Miike",8.770894163253798E-5
"alan moore","M",7.175449920380095E-5
"denzel's fine behind","director overseeing in sky and moon",4.4188024236543204E-5
"civilians at war","8",4.99907888988615E-5
"Taye Diggs","owned",6.827868225070982E-5
"see also:Zathura","Isabella Rosselini",4.279750114352579E-5
"NOT A MOVIE","Drive-In",5.750635103935641E-5
"Le Carre's Best Film","f",3.9637675159699486E-4
"see also:Zathura","medallion",2.9367492699711103E-5
"civilians at war","Fun fun",5.7559867472363014E-5
"Le Carre's Best Film","d",0.0014569575393616728
"Karen Allen","f",0.0015315202384404128
"Karen Allen","g",2.7707410219644703E-4
"denzel's fine behind","sexual fantasy",1.806348117202893E-4
"Karen Allen","d",0.0016121541347156841
"Karen Allen","e",1.8677495336351423E-4
"alan moore","ignorance",1.2007255136023363E-4
"dracula","a good comedy",1.9134643591059173E-4
"alan moore","SUICIDE",1.240728777915152E-4
"vertriloquism","Holocaust Poland",8.248796750027243E-5
"civilians at war",">",0.004378745718981278
"civilians at war","Lisa Eilbacher",5.1145298808558774E-5
"civilians at war","Michael Byrne",2.4490603749029307E-4
"civilians at war","El dilema",1.8423356512361756E-4
"civilians at war","religion:Xian",2.7331981577087777E-4
"dystopia","well cast",7.993602555570201E-4
"jew","cycling",4.980702422162484E-4
"jew","based on a short story",2.346163101650149E-4
"jew","portraying impaired people as spawns of satan is dubious if not despicable",4.357134150340394E-5
"jew","Cartoons",4.311638113575654E-5
"jew","Charles Dickens",2.447991744550895E-4
"jew","NR (PG)",4.8168188749520764E-5
"jew","chase in airport cargo handling facility",4.931067977238111E-5
"jew","Nice drama",9.670029762274668E-5
"jew","tolerance",3.421982574673836E-5
"jew","jmq",2.895442662216475E-4
"vertriloquism","poland",6.662327311475152E-5
"alan moore","elephants",7.986745118969562E-4
"alan moore","twee",2.4735138151012507E-5
"alan moore","Q",7.175449920380095E-5
"alan moore","good lighting",4.751280784056224E-5
"dracula"," ",1.125628030511479E-4
"Karen Allen","b",3.1556296815182187E-4
"denzel's fine behind","Friday night fare",4.168732429439526E-5
"Le Carre's Best Film","e",4.10150365067711E-5
"Le Carre's Best Film","b",3.333592816736745E-5
"Le Carre's Best Film","love affair",3.833734897656394E-5
"Le Carre's Best Film","c",3.2150233615086615E-5
"Le Carre's Best Film","Kadeem Hardison",5.39062656477277E-5
"Le Carre's Best Film","unrealistic but well done",1.5334939590625575E-4
"Le Carre's Best Film","wartime",6.550424548246012E-4
"Le Carre's Best Film","l",7.297244417285841E-5
"NOT A MOVIE","Isabella Rosselini",5.3516315921872586E-5
"see also:Zathura","potter",6.700568057586651E-4
"NOT A MOVIE","preppie",5.6109286877141286E-5
"denzel's fine behind","kevin spacey",3.9535525583462575E-5
"Karen Allen","love affair",1.5429951058352822E-4
"dracula","Revenge Trilogy",9.214902918928451E-5
"Karen Allen","c",3.1082018994269846E-4
"Karen Allen","unrealistic but well done",1.6743196346583517E-4
"Karen Allen","a",5.31945276686112E-4
"Karen Allen","wartime",6.765451927840632E-4
"vertriloquism","Poland",6.662327311475152E-5
"jew","I Don't Get It",9.770104758039016E-4
"vertriloquism","India",6.813027636044034E-5
"jew","screwball",0.0017884988485948703
"jew","social message",2.1777152948886179E-4
"jew","Biblical",7.759833699247587E-4
"jew","poor sequel",3.330947444950432E-5
"jew","Matthew Goode",9.986478746840317E-5
"jew","face mask",3.6917347292062695E-5
"jew","lacked substance",6.951295750702664E-5
"jew","Maureen Lipman",3.3623675659946457E-4
"jew","Robert Ludlum",7.777427190558905E-5
"civilians at war","G",0.0010348381522210983
"dystopia","Touching",5.496981407867676E-4
"civilians at war","ashton kutcher",3.464932553002464E-5
"civilians at war","piper perbo",5.394417307992503E-5
"civilians at war","plucky crew",1.3476376156804017E-4
"civilians at war","ignorance",1.8886250260160458E-4
"civilians at war","SUICIDE",6.789816131886209E-4
"dystopia","train trip",0.0015700155700433033
"vertriloquism","brothers",6.813027636044034E-5
"Taye Diggs","challenges prejudices",6.827868225070982E-5
"Karen Allen","l",1.4621060199621516E-4
"dracula","Romans",1.448219823582541E-4
"Le Carre's Best Film","independent film",0.00106582407460864
"Le Carre's Best Film","cool costume",1.0107186333686952E-4
"Karen Allen","independent film",6.237588154512304E-4
"Karen Allen","h",1.5294549912166555E-4
"Karen Allen","cool costume",4.921087224295376E-4
"Karen Allen","Battle between man and nature",2.655614145245606E-4
"Karen Allen","t",1.5294549912166555E-4
"denzel's fine behind","La Cosa Nostra",6.827868225070981E-5
"NOT A MOVIE","jessican lange",5.102969056220405E-5
"NOT A MOVIE","Ang Lee",3.3243138837970985E-4
"NOT A MOVIE","adaptedInto:Television series",6.827868225070981E-5
"NOT A MOVIE","26.02.06",4.8695064580678526E-5
"NOT A MOVIE","IN LIBRARY",2.710124343116949E-4
"NOT A MOVIE","Mexico",8.087517528613497E-5
"NOT A MOVIE","terrible",5.144003491409024E-5
"NOT A MOVIE","Great Adaptations",2.6859919479362996E-4
"NOT A MOVIE","World War I",2.2968604189559932E-4
"NOT A MOVIE","END OF THE WORLD",4.015723954528305E-5
"NOT A MOVIE","chick flick",9.955869438024907E-4
"NOT A MOVIE","orphans",1.2324322351176125E-4
"NOT A MOVIE","Russian communist tragedy",7.201037239445048E-5
"NOT A MOVIE","Shallow drama",4.748066647173571E-5
"NOT A MOVIE","friends",2.010464506081955E-4
"NOT A MOVIE","mute",4.529035229322688E-5
"NOT A MOVIE","dlinquent",5.326419673816198E-5
"NOT A MOVIE","Time Paradox",4.236804822562629E-5
"see also:Zathura","strange story",3.420907670311227E-4
"denzel's fine behind","drug",4.3677560079089425E-5
"Karen Allen","s",1.2412860307478145E-4
"Karen Allen","quick cuts",5.381922482089413E-5
"Karen Allen","Estonian",3.3402356579992045E-5
"Karen Allen","evil computer",7.367862123640251E-5
"Karen Allen","illusionist",2.369115745440006E-4
"Karen Allen","transsexuals",3.184952120524552E-5
"Karen Allen","Not bad sequel",2.2547803443062156E-4
"Karen Allen","Stephanie",1.1694587952083144E-4
"dracula","thought-provoking",0.002224023417438181
"Le Carre's Best Film","of course you keep seeing dead people...they're all dying!",1.1285881831819841E-4
"dystopia","silly and stupid",3.643520850512899E-4
"Le Carre's Best Film","quick cuts",1.1501204692969182E-4
"Le Carre's Best Film","evil computer",3.677288220557666E-5
"jew","visually appealing",7.756307701243863E-4
"jew","unintentional comedy",2.0860348221741484E-4
"jew","epic adventure",1.1496082322265096E-4
"jew","Documentary",2.3410236413542573E-4
"jew","topic:evangelism",3.8800287022644416E-5
"jew","movie theatre",1.2665498451893428E-4
"jew","movie within a movie",1.0518460622513555E-4
"jew","space",0.002367593594584329
"jew","japanesse horror",3.6794978179662704E-5
"jew","natural disaster",4.128331889443942E-5
"jew","good sci-fi flick",7.252273404393781E-5
"jew","Tony Leung Chiu Wai",5.9307660783339856E-5
"jew","East Germany",1.392428608101542E-4
"jew","Carl Weathers",4.311638113575654E-5
"jew","bogus experts",5.059339919163547E-5
"jew","Tippi Hedren",9.633637749904153E-5
"civilians at war","elephants",2.2849904197783878E-4
"Le Carre's Best Film","illusionist",1.5334939590625575E-4
"dracula","bourgeois",4.2450008101183565E-5
"Karen Allen","sequelTo:Bruce Almighty",2.1819489750781894E-4
"NOT A MOVIE","Don Cheadle",5.788684532865203E-5
"denzel's fine behind","Walked out",4.4083919498594166E-5
"see also:Zathura","Ang Lee",4.114831779760004E-5
"denzel's fine behind","examines relationship between our lives and our freedom",3.4312465553689796E-5
"Karen Allen","illusionism",1.6743196346583517E-4
"NOT A MOVIE","remake of a french film",5.828170123975108E-5
"dracula","Best Performance:  Faye dunaway as Evelyn Cross Mulwray",1.1678675719008544E-4
"Le Carre's Best Film","Not bad sequel",8.924581869865895E-5
"civilians at war","twee",1.6787066268822513E-4
"dracula","classic war movie",1.391277848961606E-4
"NOT A MOVIE","satire about smoking",4.6654254970180674E-5
"Karen Allen","diner",4.1081464919395695E-5
"NOT A MOVIE","9/11",1.1697374683138835E-4
"NOT A MOVIE","netflix",3.397041144527914E-4
"NOT A MOVIE","flash back",4.152384534583823E-5
"NOT A MOVIE","R:drug use",5.5787340249533483E-5
"NOT A MOVIE","homosexual evangelical church leader",4.7771308490014384E-5
"NOT A MOVIE","Funny as hell",1.5456620745666903E-4
"NOT A MOVIE","road trip",1.0720836981808701E-4
"NOT A MOVIE","WWII",1.6978787676599633E-4
"NOT A MOVIE","formulaic",9.554469265503625E-5
"NOT A MOVIE","Guadalcanal",5.326419673816198E-5
"NOT A MOVIE","gloomy",1.620254019309955E-4
"NOT A MOVIE","monty-python-related",4.4947290744545235E-5
"NOT A MOVIE","voyeurism",4.7771308490014384E-5
"NOT A MOVIE","compelling",6.002949455072792E-5
"NOT A MOVIE","Wyoming",1.5249119990473224E-4
"NOT A MOVIE","visual",1.4144185707689615E-4
"NOT A MOVIE","dance",1.0124100506553789E-4
"NOT A MOVIE","You're Out of Order! Pacino is great.",6.938101030739351E-5
"jew","Amazing Cinematography",0.0020251152937831307
"denzel's fine behind","could have been better",2.538504910787282E-4
"see also:Zathura","smart kids",3.5673865571563753E-5
"denzel's fine behind","patrick fugit",1.1095001083701043E-4
"denzel's fine behind","totalitarian state",9.804408487393508E-5
"see also:Zathura","terrible",4.072122013574342E-5
"denzel's fine behind","Bernard Hill",8.816783899718833E-5
"denzel's fine behind","Queen Elizabeth",4.935956976714353E-5
"denzel's fine behind","Swedish",4.953250659442132E-5
"denzel's fine behind","moving inspiring spiritual",4.6654254970180674E-5
"denzel's fine behind","Isabella Rosselini",5.3516315921872586E-5
"denzel's fine behind","jessican lange",5.102969056220405E-5
"denzel's fine behind","strange story",1.0031039734408468E-4
"denzel's fine behind","Ang Lee",1.2205334314632557E-4
"denzel's fine behind","World War 2",9.928231556890525E-5
"denzel's fine behind","smart kids",1.736605359859561E-4
"denzel's fine behind","native american",6.475836171690344E-5
"denzel's fine behind","IN LIBRARY",3.138478025518176E-4
"denzel's fine behind","Mexico",4.719788061289579E-5
"denzel's fine behind","Tedious",7.362316460858795E-5
"denzel's fine behind","terrible",6.002949455072792E-5
"jew","Movie about smug",4.429317527079201E-5
"NOT A MOVIE","religious theme",6.728150522827494E-5
"Karen Allen","affectionate",0.0036076567707621497
"vertriloquism","weird love",7.99233885294314E-5
"jew","POWs",0.0010123837144584628
"jew","Johann Wolfgang von Goethe",4.534029243502074E-5
"denzel's fine behind","psychological thriller",4.4188024236543204E-5
"vertriloquism","Superman TV show",8.248796750027243E-5
"denzel's fine behind","Great Adaptations",4.197682838884524E-4
"denzel's fine behind","World War I",1.5939468029097176E-4
"denzel's fine behind","END OF THE WORLD",1.0491560126218649E-4
"denzel's fine behind","Ralph Meeker",6.827868225070981E-5
"denzel's fine behind","chick flick",2.7224658492582844E-4
"denzel's fine behind","muitas cores! mistÃ©rio",1.26078701854161E-4
"denzel's fine behind","orphans",1.5767369228488273E-4
"dracula","cynicism",4.5593632653901206E-5
"dracula","tough guy",4.174633426380582E-5
"dracula","Complex",1.5200386013406426E-4
"dracula","POLITICAL",8.331002024133088E-5
"dracula","sex comedy",1.9134643591059173E-4
"dracula","sub titles",8.984161372983533E-5
"dracula","boring as shit",6.464862765898503E-5
"dracula","one of Miyazaki's finest",1.5873552058852754E-4
"dracula","rewatchable",2.429302106883018E-4
"dracula","anti-war commentary",2.48280438154475E-4
"Karen Allen","great cast excellent",0.0019262764526794185
"dracula","Minnesota",2.2800162140971774E-4
"dracula","hipster",4.280404630472828E-5
"civilians at war","good lighting",9.008833175928921E-5
"Le Carre's Best Film","illusionism",1.5334939590625575E-4
"Le Carre's Best Film","jennifer beals",4.29225648264
