" Tag 1 "," Tag 2 " , Similarity
"Alec Guiness","World War II",0.3404515253967824
"discipline","magic",0.21576155433883565
"love overcomes all","surreal",0.3007980782521347
"enigmatic","VOODOO",0.02718200938214979
"enigmatic","speech",0.27031007207210955
"enigmatic","time travel",0.27031007207210955
"enigmatic","Pierce Brosnan",0.27031007207210955
"interpretable","Guillermo del Toro",0.7356219397587946
"Mystery","Scary",0.18053668007348067
"interpretable","twist ending",0.3678109698793973
"surreal","journalism",0.00992349449412043
"surreal","Terry Gilliam",0.2986265782046758
"surreal","Nudity (Topless - Notable)",0.30649537425959444
"surreal","narrated",0.30649537425959444
"surreal","psychology",0.27031007207210955
"gay","aids",0.3678109698793973
"gay","Oscar (Best Actor)",0.3678109698793973
"christianity","conspiracy theory",0.20707555414900003
"christianity","religion",0.24033731187229493
"christianity","evangelism",0.24033731187229493
"wales","dylan thomas",0.36041342942947946
"Intriguing","good direction",0.29321303419972966
"Intriguing","good actor",0.29321303419972966
"World War II","Michael Mann",0.0858553111406921
"World War II","AFI 100 (Laughs)",0.006283276595784421
"World War II","ghibli",0.2986265782046758
"World War II","J. G. Ballard",0.2517724898230907
"Judy","Dad",0.354589256525963
"crichton","tom selleck",0.04052002069347185
"Jacob Aaron Estes","Michael Mann",0.026058588344007753
"CGI","computer animation",0.27031007207210955
"07.01.06","07.04.06",0.019660012725325596
"07.01.06","12.03.06",0.02283958694807764
"fun","heist",0.18310754626705578
"fun","dancing",0.3626630757974296
"fun","remake",0.3543499047627984
"Nice movie","but too slow",0.27031007207210955
"testosteroney - the sweetest treat","non-existant storyline",0.30649537425959444
"testosteroney - the sweetest treat","though bad for your teeth",0.30649537425959444
"photography","qube",1.4775955483976606
"dumb","Immature",0.17851484105136767
"ryan","chick flick 212",0.34657359027997264
"jackie chan","jet li",0.19133852034411206
"simon pegg","dylan moran",0.3218875824868201
"simon pegg","rom-rom-com",0.3218875824868201
"simon pegg","edgar wright",0.3218875824868201
"heist","zombies",0.005151704500573535
"07.04.06","12.03.06",0.020979655259508078
"glbt","good direction",0.13632583547518043
"black and white","true story",0.009873368069672648
"black and white","animation",0.08355985537645967
"AFI 100 (Laughs)","Morgan Freeman",0.015954717535957768
"CLV","DVD-Video",0.3827791788847649
"London","Beckinsale",0.3631276544516587
"buried alive","zombies",0.00749939251691836
"buried alive","animation",0.0759972433183459
"London","Scams",0.3631276544516587
"zombies","animation",0.08213517101007929
"zombies","Bond James Bond",0.00836221575458357
"zombies","cool",0.03665162927496621
"zombies","double feature",0.4904146265058631
"Dustin Hoffman","true story",0.34657359027997264
"zombies","zombie",0.27031007207210955
"zombies","suspense",0.27031007207210955
"Scarlett Johansson","Piano tie",0.010904491725124768
"Peter Pan","true story",0.09278599675067445
"Scarlett Johansson","seen more than once",0.14733779932411525
"satanism","ancient books",0.30649537425959444
"satanism","devil",0.30649537425959444
"ice age","Ron Perlman",0.2517724898230907
"true story","Al Pacino",0.24413606414846883
"true story","dvd",0.46066978823401317
"true story","Leonardo DiCaprio",0.68953985421735
"true story","space program",0.4107949328937517
"Morgan Freeman","brilliant",0.3197804502488129
"Morgan Freeman","Catherine Zeta-Jones",0.030737340798006076
"joy division","manchester",0.34657359027997264
"true story","al pacino",0.2986265782046758
"true story","imdb top 250",0.7803552045207032
"explicit sex scene","road movie",0.13632583547518043
"animation","Universal monsters",0.08230896908726791
"animation","computer animation",0.34657359027997264
"animation","pixar",0.34657359027997264
"Vivian Leigh","want to see again",0.3218875824868201
"homocide","Al Pacino",0.012989505971169404
"Kick-Butt Women","Culture",0.18877314251478092
"Samuel L. Jackson","1940's",0.016318566661944336
"dildo","cia",0.31190411448140987
"Lutheran","New York",0.005897131505592183
"Star Wars connection","Didn't finish",0.013096477127612272
"Love Affair","New York City",0.36651629274966196
"john travolta","julie andrews",0.11279515913795593
"john travolta","assassin",0.056397579568977965
"john travolta","audrey hepburn",0.08305708651359124
"Futuristmovies.com","smoking",0.33525795169193284
"Futuristmovies.com","Saturn Award (Best Science Fiction Film)",0.041907243961491605
"Futuristmovies.com","time travel",0.134326868036151
"Futuristmovies.com","virtual reality",0.18053668007348067
"Futuristmovies.com","Nudity (Topless)",0.18053668007348067
"Futuristmovies.com","cyberpunk",0.18053668007348067
"Futuristmovies.com","sci-fi",0.49540022818311236
"Futuristmovies.com","New Year 1999",0.18053668007348067
"Futuristmovies.com","Jim Carrey",0.18053668007348067
"Futuristmovies.com","alcohol consume",0.18053668007348067
"terrible career choices","all around",0.23025850929940456
"Star Trek","TOS",1.3862943611198906
"Giallo","Italian",0.3662040962227032
"New York","horses",0.005897131505592183
"Dad","Pat",0.02166084939249829
"overrated","genius",0.07025994933738892
"overrated","way too long",0.7503448192158426
"overrated","lays it on thick",0.17574060838282762
"cops","drugs",0.2986265782046758
"overrated","boring",0.6254245281434252
"cool","killer",0.3408750455728247
"Oscar (Best Effects - Visual Effects)","Olympics",0.005364579383504252
"Allison Anders","Alexandre Rockwell",0.2986265782046758
"A Legend","it is a good action movie",0.27031007207210955
"tentou sair do clichÃª","quase conseguiu mas se embolou muito no final",0.3579322767129623
"kate winslet's tits","Keanu Reaves",0.27031007207210955
"Olympics","inspirational",0.006655231992271924
"dumb fun","well-done time travel",1.1310245698351107
"Christopher Eccleston","Megan Burns",0.11770146798550815
"misrepresented on dvd","lost nature opportunity",0.021660849392498287
"crazy mother","satirical",0.2544316243440109
"drugs","sometimes scary",0.3122961025130053
"drugs","great dialogue",0.18576194142038044
"drugs","bowling",0.18576194142038044
"drugs","smoking",0.3122961025130053
"drugs","Ewan McGregor",0.3662040962227032
"drugs","sobriety",0.04404305137921667
"drugs","addiction",0.5178225018373688
"drugs","chemical dependency",0.5178225018373688
"drugs","recovery",0.15989022512440645
"Oscar (Best Music - Original Song)","androids",0.0034385188768035722
"modern","history",0.34657359027997264
"Billy Wilder","AFI 100 (Movie Quotes)",0.006374088496830207
"Nicolas Cage","Russell Crowe",0.003479886061255962
"Nicolas Cage","want to see again",1.2736778679415393
"Action/Comedy","Drugs",0.27031007207210955
"Action/Comedy","Crime",0.27031007207210955
"Beautiful","martial arts",0.36651629274966196
"gothic","DC Comics",0.2810680679428734
"gothic","Ridley Scott",0.09589062708048081
"gothic","Depp & Burton",0.27031007207210955
"gothic","Johnny Depp",0.27031007207210955
"Buenos Aires","awful reviews...........cannot figure out why. outstanding.",0.30995419858880463
"high school","mockumentary",0.005997005940280785
"high school","dvd",0.15472197849566832
"Russell Crowe","Al Pacino",0.015109837056517743
"AFI 100 (Movie Quotes)","Al Pacino",0.03739511115192572
"tuberculosis","part animated",0.0032417042222969775
"but it's fun.","Not a great movie",0.3662040962227032
"Gordon Liu","kung fu",0.19427003740843699
"crimial","plan",0.14794522588322603
"Gordon Liu","martial arts",0.19427003740843699
"crimial","contemplative",0.17328679513998632
"crimial","criminal",0.10462352709822947
"nascar","police",0.09429839530293524
"Arthur C. Clarke","island",0.012296728390551714
"Paris","innoncence",0.2369780840638416
"edo","Samurai",0.34657359027997264
"fairytale","dark",0.27031007207210955
"Cold War","must show",0.011468054048505299
"series","George Lucas",8.248165887297613
"series","drama",0.24371078529997087
"country life","nature",0.0901733603098349
"dvd","sad",0.4332169878499658
"dvd","art house",0.34657359027997264
"dvd","comedy",0.8873647873535884
"dvd","(s)vcd",0.32344403524066295
"dvd","funny as hell",0.3675044019336294
"dvd","gypsy accent",0.3675044019336294
"dvd","romantic",0.5198603854199589
"dvd","love this movie",0.5198603854199589
"great special efects","great soundtrack",0.3662040962227032
"grainy","stylish",0.4893655836742413
"grainy","dark",1.0841875856162797
"grainy","character driven",0.7158645534259246
"satirical","witty",0.006073025330959391
"awesome!","OMG",0.35581495707279565
"brilliant","witty",0.10263650214600911
"witty","ROBOTS AND ANDROIDS",0.014917221105451593
"witty","notable soundtrack",0.05048983867183166
"witty","new york",0.24033731187229493
"witty","quirky",0.24033731187229493
"witty","urbane",0.24033731187229493
"witty","lots of characters",0.24033731187229493
"dog","ukraine",0.08673013650792272
"want to see again","Holocaust",0.16355433605311248
"want to see again","Johnny Depp",0.27031007207210955
"want to see again","lyrical",0.3662040962227032
"want to see again","comic book",3.258992432357684
"Catherine Zeta-Jones","remake",0.07494051750080483
"Leonardo DiCaprio","Fair",0.3631276544516587
"Leonardo DiCaprio","David Thewlis",0.3662040962227032
"Leonardo DiCaprio","More mature Leo Decaprio",0.34657359027997264
"Leonardo DiCaprio","romance",0.30308743731699067
"Leonardo DiCaprio","Johnny Depp",0.3631276544516587
"Leonardo DiCaprio","Edward Zwick",0.34657359027997264
"rescue","rapping mafia",0.0049634917906148475
"piano","obscure sports",0.013395113186574424
"Top 10 Movies","Repeat Watch",0.20707555414900003
"Best Performance:  Ralph Fiennes as Amon Goeth","Best Performance:  Peter o'Toole as T.E. Lawrence",0.013923489478724285
"teeming","huge war",0.3197804502488129
"probably libelous about Vietnamese","Vietnam War",0.012786819200472466
"Martin Lawrence","roadtrip",0.48745657679659105
"remembrance","Holocaust",0.36041342942947946
"remembrance","mothers and daughters",0.36041342942947946
"religion","medieval",0.1108042346715166
"religion","repression",0.05226648537047431
"religion","drama",0.3751724096079213
"religion","educational",0.3678109698793973
"explosions","apocalypse",0.055985125170559
"Jim Jarmusch","Stephen King",0.0906657689493574
"Jim Jarmusch","Johnny Depp",0.6825771591327889
"julianne moore","tom cruise",0.1196278756586218
"dramatic irony","Federico Fellini",0.01440772802493269
"lawyers","loan shark",0.20707555414900003
"kung fu","Jackie Chan",1.0602073241876317
"rap","hip hop",0.277987164150759
"business","going postal",0.05346809260591854
"repression","assassination",0.3342394215058387
"Jim Cummings","James Earl Jones",0.0086444255246264
"governator","drama",0.29321303419972966
"needles","disgust",0.3404515253967824
"needles","freakishly good",0.27031007207210955
"Will Smith","exciting",0.3342394215058387
"tarantino","sad",0.007778072448310281
"tarantino","death",0.015636724642829208
"singularity","artificial intelligence",0.134326868036151
"singularity","mindfuck",0.06823907603703501
"U.S.S. Enterprise (CVN-65)","U.S.S. Reuben James",0.3599619570964599
"author:Stephen Crane","author:Arthur Golden",0.0018753426152536602
"paranoid","COURT MARTIAL",0.0036098756210457606
"new zealand","remake",0.008960699746386074
"Phillip Glass score","gets better as it goes",0.25993019270997947
"remake","Nudity (Full Frontal - Brief)",0.008960699746386074
"Brilliant","Loved it",0.19577816810955206
"pigs","sad",0.0029134846735519825
"sad","death",0.010143762484351048
"sad","art house",0.25993019270997947
"sad","comedy",0.25993019270997947
"sad","romantic",0.25993019270997947
"sad","love this movie",0.25993019270997947
"comic books","r. crumb",0.34657359027997264
"comic books","boring",0.35424033517583303
"assassination","death",0.008935122201814737
"julie andrews","assassin",0.040802767718663945
"julie andrews","audrey hepburn",0.08305708651359124
"alcoholism","typical John Houston",0.21576155433883565
"sustainability","environment",0.28456799773288216
"death","italy",0.3662040962227032
"death","apocolypse",0.03263422166258781
"realistic action","stylish",0.9162907318741549
"smoking","Saturn Award (Best Science Fiction Film)",0.18053668007348067
"Renny Harlin","Marco Brambilla",0.008285275326521853
"smoking","time travel",0.134326868036151
"smoking","virtual reality",0.18053668007348067
"smoking","Nudity (Topless)",0.18053668007348067
"smoking","cyberpunk",0.18053668007348067
"smoking","sci-fi",0.49540022818311236
"smoking","New Year 1999",0.18053668007348067
"purity of essence","Slim Pickens",0.27031007207210955
"smoking","Jim Carrey",0.18053668007348067
"smoking","alcohol consume",0.18053668007348067
"history","Stephen King",0.01240468904877675
"history","geisha",0.2986265782046758
"history","drama",0.3247840136491546
"history","romance",0.08899213376865163
"history","boxing",0.07248862946960531
"Stephen King","Shyamalan",0.157065747280587
"history","chris farley",0.40546510810816433
"Stephen King","Kevin Smith",0.18493096056942898
"Stephen King","Johnny Depp",0.4319543485157519
"colin firth","Gwenth Paltrow",0.16561192728095755
"sex","drama",0.040794332112736094
"Indiana Jones","archaeology",0.3631276544516587
"epico","oscar",0.020349775522683206
"spy","prejudice",0.003684438231739559
"spy","cars",0.08664339756999316
"spy","action",0.5198603854199589
"spy","racing",0.25993019270997947
"spy","franchise",0.25993019270997947
"spy","james bond",0.25993019270997947
"Daniel Radcliffe","emma thompson",0.15193463066162882
"Daniel Radcliffe","Wizards",0.15193463066162882
"Daniel Radcliffe","harry potter",0.15193463066162882
"Daniel Radcliffe","based on a book",0.060773852264651526
"cheese","cheesy",0.36651629274966196
"awful","hard to watch",0.3267949828987178
"Leonard Nimoy","William Shatner",0.016787063586235586
"young romance","would see again",0.27031007207210955
"coen brothers","arty ending",0.3579322767129623
"emma thompson","Wizards",0.2986265782046758
"emma thompson","harry potter",0.2986265782046758
"need to own","coming of age",0.27031007207210955
"emma thompson","based on a book",0.5972531564093516
"canada","curling",0.27031007207210955
"ALL THE ACTORS WERE JUST WONDERFUL!! A movie for anybody","GREAT GREAT MOVIE",0.3404515253967824
"Nicole Kidman","Meryl Streep",0.34657359027997264
"Nicole Kidman","Julianne Moore",0.23104906018664842
"wine","obsession",0.27031007207210955
"america","weapons",0.3678548769739927
"Dark","Great Story",0.27031007207210955
"Bollywood","Indian",0.21576155433883565
"Bollywood","ShahRukh Khan",0.21576155433883565
"Tumey's DVDs","Tumey's To See Again",0.3679057912751119
"murder","skateboarding",0.28173219870016897
"murder","split personality",0.21576155433883565
"murder","writer",0.21576155433883565
"murder","murder mystery",0.17851484105136767
"murder","adultery",0.17851484105136767
"anti-war","philip k dick",0.00520973888299066
"murder","courtroom drama",0.17851484105136767
"still behind chasing amy.","Way better than Dogma or Jersey Girl",0.3342394215058387
"assassin","audrey hepburn",0.040802767718663945
"French","on the run",0.22092146554173692
"oscar","lesbian",0.9868068269974745
"assassin","assassin-in-training (scene)",0.4817286263160274
"French","France",0.34657359027997264
"assassin","espionage",0.5972531564093516
"assassin","Jean Reno",0.5972531564093516
"Elisha Cuthbert","Timothy Olyphant",0.27031007207210955
"kidnapping","tryrty",0.34657359027997264
"Trey Parker","not exactly pc",0.3579322767129623
"crude","low budget",0.3579322767129623
"17th century","serial killer",0.34657359027997264
"Johnny Cash","Oscar Nomination",0.277987164150759
"Shyamalan","Kevin Smith",0.314131494561174
"Dreamworks","Wallace & Gromit",0.3662040962227032
"26.01.06","28.12.05",0.009830006362662798
"Anthony Hopkins","Hannibal Lecter",0.14654139176017655
"Anthony Hopkins","romance",0.3061060685979011
"escapism","filmed during occupation",0.36651629274966196
"football","popcorn movie",0.2879695656771679
"football","soccer",0.40546510810816433
"surfing","big wave",0.27031007207210955
"mutants","lone hero",0.06085442622058439
"non-existant storyline","though bad for your teeth",0.30649537425959444
"based on a video game","based on a true story",0.014540760450014087
"beer","guy movie",0.36651629274966196
"Imagination","Identity",0.1577173368694205
"Imagination","schizophrenia",0.010144245611317333
"Disappointing","unexpected classic from Spielberg",0.27031007207210955
"Hackman","Action",0.23025850929940456
"julia roberts","drama",0.025265712973462962
"julia roberts","romance",0.18442404478803645
"story","drama",0.019940914261789677
"Bogart & Bacall","mystery",0.27031007207210955
"DVD-Video","CinemaScope 55",0.05337595713712666
"DVD-Video","Grandeur",0.05517962754686048
"Politics","History",0.09781188870175522
"narnia","middle earth",0.25239387387502166
"based on a true story","Kevin Spacey",0.016318566661944336
"Kevin Spacey","conspiracy",0.35581495707279565
"Kevin Spacey","Ryan Gosling",0.34657359027997264
"based on a true story","al pacino",0.1831020481113516
"Kevin Spacey","dark comedy",0.03265481471678439
"based on a true story","imdb top 250",0.8958797346140275
"obsession","unanswered love",0.3404515253967824
"FANTASY LANDS","JOURNEY OF SELF-DISCOVERY",0.010021089377499565
"catastrophy","threat",0.3367283047555035
"catastrophy","disaster",0.3367283047555035
"Husband Wife Relationship","parenthood",0.2986265782046758
"Agatha Christie","author:Agatha Christie",1.853557307228499
"Robin Williams","Billy Crystal",0.7158645534259246
"DEMONIC POSSESSION","cult film",0.04569426254298277
"wendy o williams","spoof",0.27031007207210955
"Ewan McGregor","musical",0.27031007207210955
"Meryl Streep","Emma Thompson",0.27031007207210955
"Jack Nicholson","drama",0.3634846280642753
"21.02.06","not seen",0.07864005090130238
"21.02.06","23.03.06",0.01141979347403882
"fabulus","Steven Spielberg",0.34657359027997264
"cancer","British",0.08505097579101727
"conspiracy","Frida Kahlo",0.019415709585551062
"author:Rudyard Kipling","independent woman",0.004606946905752034
"not seen","23.03.06",0.07864005090130238
"not seen","action",0.6104081351581275
"not seen","sci-fi",0.778983518037216
"not seen","to-rent",1.7896613835648114
"suspensful","great",0.36651629274966196
"Carey Grant","classic love story",0.5198603854199589
"drama","Gay and Straight",0.048574386592061335
"drama","scorcese",0.15945684146780942
"drama","romance",0.9173603195695532
"drama","realistic",0.2544316243440109
"drama","tom arnold",0.2656802513818748
"drama","biographical",0.34657359027997264
"drama","thriller",0.40546510810816433
"mature theme","disturbing images",0.3662040962227032
"Cars","Action",0.018215150841965778
"personality disorder","Stanley Kubrick",0.06394819059884106
"huffing","Phillip Seymour Hoffman",0.21660849392498288
"art house","comedy",0.25993019270997947
"art house","romantic",0.25993019270997947
"art house","love this movie",0.25993019270997947
"Action","War",0.36651629274966196
"Action","comedy",0.19730379672781054
"Action","Thriller",0.12206803207423442
"Action","Sci-Fi",0.1220680320742344
"African-American","Tyler Perry",0.34657359027997264
"Robert Downey Jr","classic",0.3631276544516587
"Robert Downey Jr","spirits",0.3631276544516587
"ballet","British",0.22674649211081035
"ballet","feel good",0.3524682239952852
"ballet","coming of age",0.3524682239952852
"grunge","community",0.08390576540564626
"sobriety","addiction",0.4796706753732194
"sobriety","chemical dependency",0.7158645534259246
"historical epic","historically inaccurate",0.25993019270997947
"sobriety","recovery",0.3579322767129623
"Stanley Kubrick","dark comedy",0.3626630757974296
"Kurosawa","samurai",0.21576155433883565
"Kurosawa","Japan",0.21576155433883565
"Hey gringo","Yul",0.17851484105136767
"Hey gringo","Charles Bronson",0.17851484105136767
"Hey gringo","Clint Eastwood",0.17851484105136767
"Kevin Smith","romance",0.04028315847280756
"Kevin Smith","Akira Kurosawa",0.06025792735768228
"Civil War","Vietnam war",0.00869786716433591
"steroids","cheating",0.3579322767129623
"aardman","almost favorite",0.34657359027997264
"clarivoyance","musical",0.025103899360365334
"martial arts","computers",0.19501868320243254
"Love","Drugs",0.06576404327605608
"fairy tale","romance",0.3409920127961577
"fairy tale","Disney",1.2221471002017363
"Based on a comic book","author:Frank Miller",0.2274469474228157
"Based on a comic book","HEROIC MISSION",0.2274469474228157
"Based on a comic book","unintentionally funny",0.2274469474228157
"Based on a comic book","atmospheric",0.2274469474228157
"Based on a comic book","narrated",0.2274469474228157
"Based on a comic book","Graphic Novel",0.2274469474228157
"Based on a comic book","comic",0.2274469474228157
"Based on a comic book","action",0.2274469474228157
"Based on a comic book","sword fight",0.2274469474228157
"Stand Up","stand-up comedy",0.04367129751833557
"romance","Harrison Ford",0.018493153235403258
"romance","Akira Kurosawa",0.04765525134750146
"romance","comedy",0.6506862171608345
"romance","action",0.08305708651359124
"romance","teens",0.6437751649736402
"Totoro","Funny",0.12331315722589056
"Widow","Burlesque",0.030499785591686063
"non-us","foreign",0.3678109698793973
"non-us","weird",0.10788077716941784
"hugh jackman","cult film",0.30649537425959444
"non-us","commedy",0.12260365662646577
"non-us","dark",0.12260365662646577
"hugh jackman","sexy guys",0.30649537425959444
"Disney","musical",0.22567358072732646
"Disney","Johnny Depp",0.40546510810816433
"slash","lesbian",7.783640596221251
"docudrama","own",0.3620036670664079
"lesbian","foreign",1.118191759156588
"lesbian","coming of age",0.268653736072302
"lesbian","GLBT",0.06525793375288523
"lesbian","mafia",0.17328679513998632
"lesbian","the american dream",0.17328679513998632
"lesbian","organized crime",0.5198603854199589
"lesbian","immigration",0.17328679513998632
"lesbian","thelma & louise",0.34657359027997264
"mindfuck","weird",0.2879695656771679
"egypt","mummy",0.19730379672781054
"spaghetti westerm","leone",0.20205829154466046
"disco","musical",0.3276959195249285
"Toshiro Mifune","Akira Kurosawa",0.2986265782046758
"Terry Gilliam","going postal",0.01499878503383672
"Terry Gilliam","Johnny Depp",0.011233186724763816
"Batman","marvel",0.004670083184754179
"marvel","comic book",0.21576155433883565
"marvel","superhero",0.21576155433883565
"Funny","sad but good",0.5368984150694435
"Penelope Cruz","Martin Freeman",0.27031007207210955
"Caper","Slashy",1.4572315977618402
"Caper","Heist",0.1549704725877074
"alternate universe","sequels filmed simultaneously",0.14346269273431864
"Audrey Hepburn","classic love story",0.34657359027997264
"Henry Fonda","James Cagney",0.10830424696249145
"Antonio Banderas","Chow Yun Fat",0.00697837179388062
"Depp & Burton","Johnny Depp",0.7070959783914651
"really bad","Seann William Scott",0.17682838864033554
"Gilliam","Trilogy of the Imagination",0.5368984150694435
"awful movie","Overrated",0.27031007207210955
"own","almost favorite",11.155119143527894
"own","politics",4.77955138427206
"brad pitt","edward norton",0.07379042407116027
"18.03.06","13.01.06",0.020979655259508078
"18.03.06","21.03.06",0.02283958694807764
"brad pitt","seen more than once",0.5198603854199589
"Johnny Depp","pirates",0.8328071099983184
"Johnny Depp","Tim Burton",0.4319543485157519
"CinemaScope 55","Grandeur",0.004399650790724022
"heroin addiction","John F. Kennedy",0.011145269465375146
"heroin addiction","Akira Kurosawa",0.05897762102340147
"heroin addiction","new york",0.015837508277136373
"heroin addiction","Los Angeles",0.008509811147472214
"heroin addiction","fake documentary",0.007918754138568187
"heroin addiction","divorce",0.0164285652860404
"almost favorite","Alfred Hitchcock",0.9455314662693354
"John F. Kennedy","Akira Kurosawa",0.09553458309439254
"John F. Kennedy","new york",0.031675016554272746
"John F. Kennedy","Los Angeles",0.017019622294944428
"John F. Kennedy","fake documentary",0.015837508277136373
"John F. Kennedy","divorce",0.0328571305720808
"teenagers","divorce",0.29144631955236805
"old","moldy",0.7045058669929349
"Prudie","ScottLemieux",0.023908365583527828
"one set","entirely dialogue",0.2986265782046758
"friendship","life philosophy",0.27031007207210955
"Noir","Tommy Lee Jones",0.2986265782046758
"13.01.06","21.03.06",0.020979655259508078
"hugh grant","romantic comedy",0.3662040962227032
"Akira Kurosawa","new york",0.09553458309439253
"Akira Kurosawa","Los Angeles",0.0595686780323055
"Akira Kurosawa","fake documentary",0.0554312789699773
"Akira Kurosawa","divorce",0.11499995700228277
"Akira Kurosawa","dreamlike",0.36651629274966196
"Akira Kurosawa","samurai",0.30649537425959444
"Akira Kurosawa","Japan",0.30649537425959444
"new york","Los Angeles",0.01381667101602866
"new york","fake documentary",0.015837508277136373
"new york","divorce",0.0328571305720808
"new york","mafia",0.2369780840638416
"new york","quirky",0.24033731187229493
"new york","urbane",0.24033731187229493
"new york","lots of characters",0.24033731187229493
"Los Angeles","fake documentary",0.00690833550801433
"Los Angeles","divorce",0.0164285652860404
"plot holes","boring",0.1336929966918256
"photography - simply excellent movie!","artistic",0.27031007207210955
"fake documentary","divorce",0.01322561400712463
"Mae West","less than 300 ratings",0.27031007207210955
"author:E. M. Forster","author:Frederick Forsyth",0.0037506852305073204
"cult film","Uma Thruman",0.1493132891023379
"cult film","sexy guys",0.30649537425959444
"Steven Spielberg","Alfred Hitchcock",0.06749453265226525
"Steven Spielberg","western",0.0164285652860404
"Steven Spielberg","Roman Polanski",0.008509811147472214
"corporate America","capitalism",0.12474858468537925
"sporks","hilarity",0.014345110872553236
"corporatism","capitalism",0.14978661367769955
"coming of age","capitalism",0.11107415651665846
"coming of age","australian",0.3579322767129623
"Saturn Award (Best Science Fiction Film)","time travel",0.134326868036151
"Saturn Award (Best Science Fiction Film)","virtual reality",0.18053668007348067
"boring","Overrated",0.34657359027997264
"boring","cutesy",0.36651629274966196
"Saturn Award (Best Science Fiction Film)","Nudity (Topless)",0.18053668007348067
"Saturn Award (Best Science Fiction Film)","cyberpunk",0.18053668007348067
"18.01.06","20.03.06",0.020979655259508078
"boring","plotless",0.3997255628110161
"Saturn Award (Best Science Fiction Film)","sci-fi",0.49540022818311236
"Saturn Award (Best Science Fiction Film)","New Year 1999",0.18053668007348067
"boring","slow",0.3997255628110161
"Saturn Award (Best Science Fiction Film)","Jim Carrey",0.18053668007348067
"boring","dark",0.3997255628110161
"Saturn Award (Best Science Fiction Film)","alcohol consume",0.18053668007348067
"Jack Black","not very funny",0.27031007207210955
"Overrated","Nudity (Topless - Notable)",0.5987047981233172
"Overrated","After school special",0.27031007207210955
"intriguing","good",0.27031007207210955
"animals","young heroes",0.23469140082603768
"animals","documenatary",0.34657359027997264
"weird","commedy",0.3678109698793973
"weird","dark",0.3678109698793973
"extortion","vigilante",0.13212915413765
"extortion","flashbacks",0.13212915413765
"extortion","vigilantism",0.13212915413765
"extortion","revenge",0.13212915413765
"Oscar (Best Supporting Actor)","Oscar (Best Actress)",0.018794141101214103
"extortion","prison",0.13212915413765
"tolkien","epic",0.09545254458140932
"Alfred Hitchcock","western",0.12966955222439422
"Alfred Hitchcock","Roman Polanski",0.07658830032724992
"Ray Bradbury","Frank Herbert",0.0073070671715406875
"mob","Nudity (Topless - Notable)",0.08846841194870747
"great soundtrack","Japan",0.27031007207210955
"vigilante","flashbacks",0.13212915413765
"vigilante","vigilantism",0.13212915413765
"beauty pageant","dysfunctional family",0.29375226827858475
"beauty pageant","philisophical",0.29375226827858475
"beauty pageant","quirky",0.29375226827858475
"vigilante","revenge",0.13212915413765
"vigilante","prison",0.13212915413765
"stylized","Groundbreaking",0.30649537425959444
"stylized","special",0.30649537425959444
"muscle","action packed",0.3662040962227032
"Crime","astronauts",0.03617946874158893
"Crime","War",0.08899213376865163
"epic","violent",0.10595477458989334
"minnsota","minnesota",0.06197296286770066
"scorsese is god but this movie really sucks","violent",0.27031007207210955
"bab cinema","to see",0.9904306194183405
"Hugh Jackman","comedy",0.039341634915555375
"british comedy","marijuana",0.21576155433883565
"british comedy","comedy",0.21576155433883565
"mafia","samurai",0.22411322515497484
"mafia","the american dream",0.5198603854199589
"mafia","action",0.06570081339440723
"mafia","Martin Scorsese",0.34657359027997264
"mafia","italian",0.3218875824868201
"mafia","organized crime",1.2130075659799042
"mafia","immigration",0.6931471805599453
"mafia","thelma & louise",0.6931471805599453
"mafia","kung-fu",0.18325814637483098
"loved it","awesome",0.3579322767129623
"time travel","virtual reality",0.134326868036151
"time travel","realistic tough female",0.03376494779570348
"time travel","Nudity (Topless)",0.18053668007348067
"western","quirky",0.3524682239952852
"time travel","humorous",0.30649537425959444
"time travel","cyberpunk",0.18053668007348067
"western","Roman Polanski",0.01440772802493269
"time travel","psychology",0.27031007207210955
"time travel","sci-fi",0.541610040220442
"time travel","future",0.277987164150759
"time travel","New Year 1999",0.18053668007348067
"western","action",0.3524682239952852
"time travel","Bruce Willis",0.30649537425959444
"time travel","Jim Carrey",0.18053668007348067
"time travel","alcohol consume",0.18053668007348067
"time travel","end of the world",0.277987164150759
"time travel","twist ending",0.555974328301518
"Kevin Bacon","elizabeth shue",0.36651629274966196
"read the book","high fantasy",0.4247247769764426
"violent","Tommy Lee Jones",0.3678548769739927
"cars","action",0.5198603854199589
"cars","parody",0.12852788570095722
"cars","France",0.6931471805599453
"cars","racing",0.25993019270997947
"cars","franchise",0.25993019270997947
"cars","james bond",0.25993019270997947
"quirky","colourful",0.3933835118491925
"quirky","urbane",0.24033731187229493
"quirky","lots of characters",0.24033731187229493
">1000 translations","accurate",0.3678109698793973
">1000 translations","most famous jesus movie ever",0.3678109698793973
"in-laws","comedy",0.3662040962227032
"Bibliothek","08.05.06",3.115464857560339
"Bibliothek","Enkheim",3.458151510225902
"Bibliothek","15.02.06",3.498826153854584
"coen bros","influencial",0.06757751801802739
"unintentionally funny","video game",0.20205829154466046
"coen bros","classic",0.4817286263160274
"Noiva Nervosa","Noivo NeurÃ³tico",0.27031007207210955
"virtual reality","Nudity (Topless)",0.18053668007348067
"virtual reality","cyberpunk",0.18053668007348067
"virtual reality","sci-fi",0.541610040220442
